ORIG_COD_ZONA,ORIG_DEN_ZONA,DEST_COD_ZONA,DEST_DEN_ZONA,TIPO_Viaggio,FASCIA_ORARIA_VIAGGIO,REGIME,MEZZO_Codice,MEZZO_aggregato,NumViaggi
7,PEGLI,9,SESTRI,Interno,0,1,8,AUTOCARRO,8.111
7,PEGLI,9,SESTRI,Interno,3,1,7,ALTRO MEZZO,9.792
7,PEGLI,10,S.GIOVANNI BATTISTA,Interno,3,1,8,AUTOCARRO,9.792
7,PEGLI,11,CALCINARA,Interno,2,1,8,AUTOCARRO,8.143
7,PEGLI,11,CALCINARA,Interno,3,1,8,AUTOCARRO,8.143
7,PEGLI,13,BORZOLI EST,Interno,3,1,7,ALTRO MEZZO,7
7,PEGLI,14,CERTOSA,Interno,2,1,7,ALTRO MEZZO,8.381
7,PEGLI,15,RIVAROLO,Interno,3,1,7,ALTRO MEZZO,8.833
7,PEGLI,15,RIVAROLO,Interno,3,1,8,AUTOCARRO,5.857
7,PEGLI,18,BOLZANETO,Interno,2,1,8,AUTOCARRO,9.792
7,PEGLI,19,MOREGO,Interno,2,1,8,AUTOCARRO,8.143
7,PEGLI,19,MOREGO,Interno,3,1,7,ALTRO MEZZO,9.792
7,PEGLI,19,MOREGO,Interno,3,1,8,AUTOCARRO,9.792
7,PEGLI,20,S.QUIRICO,Interno,1,1,7,ALTRO MEZZO,9.792
7,PEGLI,21,PONTEDECIMO,Interno,3,1,7,ALTRO MEZZO,4.483
7,PEGLI,22,CORNIGLIANO,Interno,1,2,9,AUTOARTICOLATO,7
7,PEGLI,23,CAMPI,Interno,3,1,7,ALTRO MEZZO,9.792
7,PEGLI,24,CAMPASSO,Interno,1,1,8,AUTOCARRO,8.143
7,PEGLI,26,SAMPIERDARENA,Interno,3,1,9,AUTOARTICOLATO,8.143
7,PEGLI,29,ANGELI,Interno,2,1,9,AUTOARTICOLATO,8.733
7,PEGLI,29,ANGELI,Interno,3,1,8,AUTOCARRO,8.143
7,PEGLI,32,OREGINA,Interno,3,1,7,ALTRO MEZZO,8
7,PEGLI,33,PRE',Interno,2,1,7,ALTRO MEZZO,9.735
7,PEGLI,33,PRE',Interno,3,1,8,AUTOCARRO,9.735
7,PEGLI,34,MADDALENA,Interno,2,1,7,ALTRO MEZZO,9.118
7,PEGLI,35,MOLO,Interno,2,1,9,AUTOARTICOLATO,7.826
7,PEGLI,35,MOLO,Interno,3,1,7,ALTRO MEZZO,9.792
7,PEGLI,37,CASTELLETTO,Interno,2,1,8,AUTOCARRO,9.111
7,PEGLI,38,MANIN,Interno,3,1,8,AUTOCARRO,9.792
7,PEGLI,39,S.VINCENZO,Interno,0,1,7,ALTRO MEZZO,9.792
7,PEGLI,39,S.VINCENZO,Interno,3,1,7,ALTRO MEZZO,9.792
7,PEGLI,39,S.VINCENZO,Interno,3,1,8,AUTOCARRO,9.792
7,PEGLI,40,CARIGNANO,Interno,3,1,7,ALTRO MEZZO,9.792
7,PEGLI,41,FOCE,Interno,0,1,8,AUTOCARRO,8.143
7,PEGLI,41,FOCE,Interno,1,1,8,AUTOCARRO,8.143
7,PEGLI,42,BRIGNOLE,Interno,1,2,10,AUTOTRENO,7
7,PEGLI,42,BRIGNOLE,Interno,3,1,8,AUTOCARRO,16.722
7,PEGLI,44,S.FRUTTUOSO,Interno,0,1,7,ALTRO MEZZO,8.788
7,PEGLI,44,S.FRUTTUOSO,Interno,0,1,8,AUTOCARRO,8.788
7,PEGLI,46,FEREGGIANO,Interno,3,1,7,ALTRO MEZZO,9.792
7,PEGLI,50,S.PANTALEO,Interno,1,1,10,AUTOTRENO,8.143
7,PEGLI,52,S.EUSEBIO,Interno,3,1,7,ALTRO MEZZO,9.792
7,PEGLI,53,MOLASSANA,Interno,0,1,8,AUTOCARRO,8.438
7,PEGLI,55,PRATO,Interno,3,2,8,AUTOCARRO,8
7,PEGLI,60,CHIAPPETO,Interno,3,1,7,ALTRO MEZZO,9.667
7,PEGLI,62,ALBARO,Interno,0,1,8,AUTOCARRO,3.833
7,PEGLI,69,CASTAGNA,Interno,1,1,7,ALTRO MEZZO,9.792
7,PEGLI,70,QUINTO,Interno,3,1,7,ALTRO MEZZO,9.792
7,PEGLI,71,NERVI,Interno,0,1,8,AUTOCARRO,8.44
7,PEGLI,71,NERVI,Interno,3,1,8,AUTOCARRO,7.286
7,PEGLI,103,Mele,Uscita Genova,0,2,8,AUTOCARRO,23.084
7,PEGLI,103,Mele,Uscita Genova,1,2,8,AUTOCARRO,6.834
7,PEGLI,103,Mele,Uscita Genova,2,2,8,AUTOCARRO,9.834
7,PEGLI,103,Mele,Uscita Genova,3,2,8,AUTOCARRO,5.916
7,PEGLI,125,Sant'Olcese,Uscita Genova,0,1,8,AUTOCARRO,2.267
7,PEGLI,125,Sant'Olcese,Uscita Genova,0,2,8,AUTOCARRO,2.267
7,PEGLI,125,Sant'Olcese,Uscita Genova,1,1,8,AUTOCARRO,0.93
7,PEGLI,125,Sant'Olcese,Uscita Genova,1,2,8,AUTOCARRO,0.93
7,PEGLI,125,Sant'Olcese,Uscita Genova,2,1,8,AUTOCARRO,0.988
7,PEGLI,125,Sant'Olcese,Uscita Genova,2,2,8,AUTOCARRO,0.988
7,PEGLI,125,Sant'Olcese,Uscita Genova,3,1,8,AUTOCARRO,0.686
7,PEGLI,125,Sant'Olcese,Uscita Genova,3,2,8,AUTOCARRO,0.686
7,PEGLI,138,SAVONA,Uscita Genova,0,1,10,AUTOTRENO,27.38
7,PEGLI,138,SAVONA,Uscita Genova,1,1,10,AUTOTRENO,7.172
7,PEGLI,138,SAVONA,Uscita Genova,2,1,10,AUTOTRENO,5.172
7,PEGLI,138,SAVONA,Uscita Genova,3,1,10,AUTOTRENO,3.242
7,PEGLI,140,ALESSANDRIA,Uscita Genova,0,1,8,AUTOCARRO,27.38
7,PEGLI,140,ALESSANDRIA,Uscita Genova,0,1,9,AUTOARTICOLATO,41.07
7,PEGLI,140,ALESSANDRIA,Uscita Genova,0,2,10,AUTOTRENO,27.38
7,PEGLI,140,ALESSANDRIA,Uscita Genova,1,1,8,AUTOCARRO,7.172
7,PEGLI,140,ALESSANDRIA,Uscita Genova,1,1,9,AUTOARTICOLATO,10.758
7,PEGLI,140,ALESSANDRIA,Uscita Genova,1,2,10,AUTOTRENO,7.172
7,PEGLI,140,ALESSANDRIA,Uscita Genova,2,1,8,AUTOCARRO,5.172
7,PEGLI,140,ALESSANDRIA,Uscita Genova,2,1,9,AUTOARTICOLATO,7.758
7,PEGLI,140,ALESSANDRIA,Uscita Genova,2,2,10,AUTOTRENO,5.172
7,PEGLI,140,ALESSANDRIA,Uscita Genova,3,1,8,AUTOCARRO,3.242
7,PEGLI,140,ALESSANDRIA,Uscita Genova,3,1,9,AUTOARTICOLATO,4.863
7,PEGLI,140,ALESSANDRIA,Uscita Genova,3,2,10,AUTOTRENO,3.242
7,PEGLI,141,Altre zone,Uscita Genova,0,1,9,AUTOARTICOLATO,13.69
7,PEGLI,141,Altre zone,Uscita Genova,0,1,10,AUTOTRENO,109.52
7,PEGLI,141,Altre zone,Uscita Genova,0,2,8,AUTOCARRO,27.38
7,PEGLI,141,Altre zone,Uscita Genova,0,2,9,AUTOARTICOLATO,13.69
7,PEGLI,141,Altre zone,Uscita Genova,0,2,10,AUTOTRENO,41.07
7,PEGLI,141,Altre zone,Uscita Genova,1,1,9,AUTOARTICOLATO,3.586
7,PEGLI,141,Altre zone,Uscita Genova,1,1,10,AUTOTRENO,28.688
7,PEGLI,141,Altre Zone,Uscita Genova,1,2,8,AUTOCARRO,14.172
7,PEGLI,141,Altre zone,Uscita Genova,1,2,9,AUTOARTICOLATO,3.586
7,PEGLI,141,Altre zone,Uscita Genova,1,2,10,AUTOTRENO,10.758
7,PEGLI,141,Altre zone,Uscita Genova,2,1,9,AUTOARTICOLATO,2.586
7,PEGLI,141,Altre zone,Uscita Genova,2,1,10,AUTOTRENO,20.688
7,PEGLI,141,Altre zone,Uscita Genova,2,2,8,AUTOCARRO,5.172
7,PEGLI,141,Altre zone,Uscita Genova,2,2,9,AUTOARTICOLATO,2.586
7,PEGLI,141,Altre zone,Uscita Genova,2,2,10,AUTOTRENO,7.758
7,PEGLI,141,Altre Zone,Uscita Genova,3,1,8,AUTOCARRO,8.143
7,PEGLI,141,Altre zone,Uscita Genova,3,1,9,AUTOARTICOLATO,1.621
7,PEGLI,141,Altre zone,Uscita Genova,3,1,10,AUTOTRENO,12.968
7,PEGLI,141,Altre zone,Uscita Genova,3,2,8,AUTOCARRO,3.242
7,PEGLI,141,Altre zone,Uscita Genova,3,2,9,AUTOARTICOLATO,1.621
7,PEGLI,141,Altre zone,Uscita Genova,3,2,10,AUTOTRENO,4.863
8,MULTEDO,2,VOLTRI,Interno,3,1,8,AUTOCARRO,8.125
8,MULTEDO,5,PRA',Interno,3,1,8,AUTOCARRO,7.2
8,MULTEDO,7,PEGLI,Interno,2,1,7,ALTRO MEZZO,9.792
8,MULTEDO,8,MULTEDO,Interno,0,1,8,AUTOCARRO,21.6
8,MULTEDO,8,MULTEDO,Interno,3,1,8,AUTOCARRO,7.2
8,MULTEDO,8,MULTEDO,Interno,3,1,10,AUTOTRENO,6.889
8,MULTEDO,8,MULTEDO,Interno,3,2,8,AUTOCARRO,10
8,MULTEDO,9,SESTRI,Interno,1,1,8,AUTOCARRO,9.891
8,MULTEDO,9,SESTRI,Interno,3,2,8,AUTOCARRO,10
8,MULTEDO,11,CALCINARA,Interno,0,1,8,AUTOCARRO,7.2
8,MULTEDO,12,BORZOLI EST,Interno,1,2,10,AUTOTRENO,2.667
8,MULTEDO,16,TEGLIA,Interno,2,1,8,AUTOCARRO,6.889
8,MULTEDO,18,BOLZANETO,Interno,3,1,8,AUTOCARRO,7.2
8,MULTEDO,23,CAMPI,Interno,1,1,8,AUTOCARRO,7.2
1,CREVARI,2,VOLTRI,Interno,3,2,8,AUTOCARRO,4.333
1,CREVARI,30,S.TEODORO,Interno,1,2,10,AUTOTRENO,11
1,CREVARI,35,MOLO,Interno,3,1,8,AUTOCARRO,5
2,VOLTRI,1,CREVARI,Interno,3,2,8,AUTOCARRO,4.333
2,VOLTRI,2,VOLTRI,Interno,0,1,7,ALTRO MEZZO,8.615
2,VOLTRI,2,VOLTRI,Interno,0,1,8,AUTOCARRO,24.375
2,VOLTRI,2,VOLTRI,Interno,2,1,7,ALTRO MEZZO,17.231
2,VOLTRI,2,VOLTRI,Interno,3,1,8,AUTOCARRO,8.125
2,VOLTRI,3,CA NUOVA,Interno,3,2,8,AUTOCARRO,9.833
2,VOLTRI,5,PRA',Interno,3,1,7,ALTRO MEZZO,8.1
2,VOLTRI,7,PEGLI,Interno,3,1,8,AUTOCARRO,8.143
2,VOLTRI,8,MULTEDO,Interno,1,1,8,AUTOCARRO,8.125
2,VOLTRI,9,SESTRI,Interno,1,1,8,AUTOCARRO,8.111
2,VOLTRI,11,CALCINARA,Interno,0,1,7,ALTRO MEZZO,10.923
2,VOLTRI,11,CALCINARA,Interno,1,1,7,ALTRO MEZZO,10.923
2,VOLTRI,11,CALCINARA,Interno,1,1,8,AUTOCARRO,8.125
2,VOLTRI,11,CALCINARA,Interno,3,1,8,AUTOCARRO,8.125
2,VOLTRI,14,CERTOSA,Interno,3,1,7,ALTRO MEZZO,8.381
2,VOLTRI,15,RIVAROLO,Interno,0,1,8,AUTOCARRO,5.857
2,VOLTRI,15,RIVAROLO,Interno,2,1,8,AUTOCARRO,8.833
2,VOLTRI,16,TEGLIA,Interno,3,1,7,ALTRO MEZZO,5.25
2,VOLTRI,18,BOLZANETO,Interno,1,1,8,AUTOCARRO,8.615
2,VOLTRI,18,BOLZANETO,Interno,2,2,10,AUTOTRENO,10
2,VOLTRI,18,BOLZANETO,Interno,3,2,8,AUTOCARRO,4.333
2,VOLTRI,18,BOLZANETO,Interno,3,2,10,AUTOTRENO,10
2,VOLTRI,20,S.QUIRICO,Interno,0,2,8,AUTOCARRO,4.333
2,VOLTRI,20,S.QUIRICO,Interno,1,2,8,AUTOCARRO,11.333
2,VOLTRI,20,S.QUIRICO,Interno,3,1,8,AUTOCARRO,9.692
2,VOLTRI,21,PONTEDECIMO,Interno,2,1,8,AUTOCARRO,9.167
2,VOLTRI,22,CORNIGLIANO,Interno,3,1,8,AUTOCARRO,8.125
2,VOLTRI,23,CAMPI,Interno,1,1,8,AUTOCARRO,16.411
2,VOLTRI,23,CAMPI,Interno,2,1,8,AUTOCARRO,8.615
2,VOLTRI,23,CAMPI,Interno,3,1,7,ALTRO MEZZO,8.615
2,VOLTRI,24,CAMPASSO,Interno,3,2,9,AUTOARTICOLATO,8.667
2,VOLTRI,25,S.GAETANO,Interno,2,2,8,AUTOCARRO,4.333
2,VOLTRI,25,S.GAETANO,Interno,3,2,9,AUTOARTICOLATO,4.333
2,VOLTRI,26,SAMPIERDARENA,Interno,1,1,7,ALTRO MEZZO,9.569
2,VOLTRI,26,SAMPIERDARENA,Interno,1,2,8,AUTOCARRO,6.222
2,VOLTRI,26,SAMPIERDARENA,Interno,2,1,7,ALTRO MEZZO,9.569
2,VOLTRI,26,SAMPIERDARENA,Interno,2,1,8,AUTOCARRO,7.933
2,VOLTRI,26,SAMPIERDARENA,Interno,3,1,7,ALTRO MEZZO,8.615
2,VOLTRI,26,SAMPIERDARENA,Interno,3,1,8,AUTOCARRO,16.25
2,VOLTRI,26,SAMPIERDARENA,Interno,3,2,8,AUTOCARRO,31.111
2,VOLTRI,29,ANGELI,Interno,3,2,8,AUTOCARRO,17.333
2,VOLTRI,30,S.TEODORO,Interno,1,2,8,AUTOCARRO,4.333
2,VOLTRI,30,S.TEODORO,Interno,3,1,8,AUTOCARRO,8.417
2,VOLTRI,32,OREGINA,Interno,1,2,9,AUTOARTICOLATO,4.333
2,VOLTRI,34,MADDALENA,Interno,0,1,8,AUTOCARRO,9.118
2,VOLTRI,35,MOLO,Interno,1,1,8,AUTOCARRO,7.826
2,VOLTRI,35,MOLO,Interno,2,1,7,ALTRO MEZZO,8.852
2,VOLTRI,35,MOLO,Interno,3,1,8,AUTOCARRO,24.504
2,VOLTRI,36,S.NICOLA,Interno,2,2,10,AUTOTRENO,4.333
2,VOLTRI,36,S.NICOLA,Interno,3,1,9,AUTOARTICOLATO,8.615
2,VOLTRI,38,MANIN,Interno,3,1,7,ALTRO MEZZO,9.362
2,VOLTRI,39,S.VINCENZO,Interno,0,2,8,AUTOCARRO,4.333
2,VOLTRI,39,S.VINCENZO,Interno,1,1,8,AUTOCARRO,8.125
2,VOLTRI,39,S.VINCENZO,Interno,1,2,8,AUTOCARRO,9.833
2,VOLTRI,39,S.VINCENZO,Interno,3,1,8,AUTOCARRO,17.978
2,VOLTRI,39,S.VINCENZO,Interno,3,1,9,AUTOARTICOLATO,9.362
2,VOLTRI,39,S.VINCENZO,Interno,3,2,8,AUTOCARRO,13
2,VOLTRI,40,CARIGNANO,Interno,3,2,8,AUTOCARRO,4.333
2,VOLTRI,41,FOCE,Interno,0,2,8,AUTOCARRO,4.333
2,VOLTRI,41,FOCE,Interno,3,1,7,ALTRO MEZZO,8.074
2,VOLTRI,41,FOCE,Interno,3,2,8,AUTOCARRO,4.333
2,VOLTRI,42,BRIGNOLE,Interno,0,2,8,AUTOCARRO,8.667
2,VOLTRI,42,BRIGNOLE,Interno,1,2,8,AUTOCARRO,4.333
2,VOLTRI,42,BRIGNOLE,Interno,2,1,7,ALTRO MEZZO,9.026
2,VOLTRI,42,BRIGNOLE,Interno,3,1,9,AUTOARTICOLATO,8.579
2,VOLTRI,42,BRIGNOLE,Interno,3,2,8,AUTOCARRO,8.667
2,VOLTRI,43,S.AGATA,Interno,0,2,8,AUTOCARRO,4.333
2,VOLTRI,43,S.AGATA,Interno,3,1,8,AUTOCARRO,8.615
2,VOLTRI,44,S.FRUTTUOSO,Interno,0,2,8,AUTOCARRO,8.667
2,VOLTRI,44,S.FRUTTUOSO,Interno,2,1,7,ALTRO MEZZO,8.615
2,VOLTRI,44,S.FRUTTUOSO,Interno,3,1,8,AUTOCARRO,17.8
2,VOLTRI,45,QUEZZI,Interno,3,1,8,AUTOCARRO,8.125
2,VOLTRI,47,MARASSI,Interno,1,2,8,AUTOCARRO,4.333
2,VOLTRI,48,FORTE QUEZZI,Interno,3,1,8,AUTOCARRO,21.615
2,VOLTRI,48,FORTE QUEZZI,Interno,3,2,8,AUTOCARRO,4.333
2,VOLTRI,49,PARENZO,Interno,0,1,8,AUTOCARRO,8.538
2,VOLTRI,49,PARENZO,Interno,1,1,9,AUTOARTICOLATO,8.538
2,VOLTRI,49,PARENZO,Interno,3,1,8,AUTOCARRO,8.1
2,VOLTRI,50,S.PANTALEO,Interno,3,1,8,AUTOCARRO,8.125
2,VOLTRI,50,S.PANTALEO,Interno,3,2,8,AUTOCARRO,4.333
2,VOLTRI,51,MONTESIGNANO,Interno,1,2,10,AUTOTRENO,4.333
2,VOLTRI,51,MONTESIGNANO,Interno,3,1,8,AUTOCARRO,8.615
2,VOLTRI,54,DORIA,Interno,0,1,8,AUTOCARRO,7.75
2,VOLTRI,59,BORGORATTI,Interno,0,2,8,AUTOCARRO,4.333
2,VOLTRI,59,BORGORATTI,Interno,1,2,8,AUTOCARRO,4.333
2,VOLTRI,59,BORGORATTI,Interno,3,1,7,ALTRO MEZZO,7.545
2,VOLTRI,64,LIDO,Interno,1,2,8,AUTOCARRO,4.333
2,VOLTRI,67,QUARTO,Interno,3,1,8,AUTOCARRO,5.5
2,VOLTRI,67,QUARTO,Interno,3,2,8,AUTOCARRO,4.333
2,VOLTRI,71,NERVI,Interno,3,1,7,ALTRO MEZZO,8.44
2,VOLTRI,71,NERVI,Interno,3,2,8,AUTOCARRO,4.333
2,VOLTRI,72,Arenzano,Uscita Genova,0,1,9,AUTOARTICOLATO,22.4
2,VOLTRI,72,Arenzano,Uscita Genova,0,2,8,AUTOCARRO,78.4
2,VOLTRI,72,Arenzano,Uscita Genova,0,2,9,AUTOARTICOLATO,11.2
2,VOLTRI,72,Arenzano,Uscita Genova,1,1,9,AUTOARTICOLATO,6.56
2,VOLTRI,72,Arenzano,Uscita Genova,1,2,8,AUTOCARRO,22.96
2,VOLTRI,72,Arenzano,Uscita Genova,1,2,9,AUTOARTICOLATO,3.28
2,VOLTRI,72,Arenzano,Uscita Genova,2,1,9,AUTOARTICOLATO,7.68
2,VOLTRI,72,Arenzano,Uscita Genova,2,2,8,AUTOCARRO,26.88
2,VOLTRI,72,Arenzano,Uscita Genova,2,2,9,AUTOARTICOLATO,3.84
2,VOLTRI,72,Arenzano,Uscita Genova,3,1,9,AUTOARTICOLATO,6.88
2,VOLTRI,72,Arenzano,Uscita Genova,3,2,8,AUTOCARRO,24.08
2,VOLTRI,72,Arenzano,Uscita Genova,3,2,9,AUTOARTICOLATO,3.44
2,VOLTRI,88,Cogoleto,Uscita Genova,0,2,8,AUTOCARRO,22.4
2,VOLTRI,88,Cogoleto,Uscita Genova,0,2,9,AUTOARTICOLATO,22.4
2,VOLTRI,88,Cogoleto,Uscita Genova,1,2,8,AUTOCARRO,6.56
2,VOLTRI,88,Cogoleto,Uscita Genova,1,2,9,AUTOARTICOLATO,6.56
2,VOLTRI,88,Cogoleto,Uscita Genova,2,2,8,AUTOCARRO,7.68
2,VOLTRI,88,Cogoleto,Uscita Genova,2,2,9,AUTOARTICOLATO,7.68
2,VOLTRI,88,Cogoleto,Uscita Genova,3,2,8,AUTOCARRO,6.88
2,VOLTRI,88,Cogoleto,Uscita Genova,3,2,9,AUTOARTICOLATO,6.88
2,VOLTRI,103,Mele,Uscita Genova,0,1,8,AUTOCARRO,11.542
2,VOLTRI,103,Mele,Uscita Genova,0,1,9,AUTOARTICOLATO,23.084
2,VOLTRI,103,Mele,Uscita Genova,0,2,8,AUTOCARRO,46.168
2,VOLTRI,103,Mele,Uscita Genova,0,2,9,AUTOARTICOLATO,11.542
2,VOLTRI,103,Mele,Uscita Genova,1,1,8,AUTOCARRO,3.417
2,VOLTRI,103,Mele,Uscita Genova,1,1,9,AUTOARTICOLATO,6.834
2,VOLTRI,103,Mele,Uscita Genova,1,2,8,AUTOCARRO,13.668
2,VOLTRI,103,Mele,Uscita Genova,1,2,9,AUTOARTICOLATO,3.417
2,VOLTRI,103,Mele,Uscita Genova,2,1,8,AUTOCARRO,4.917
2,VOLTRI,103,Mele,Uscita Genova,2,1,9,AUTOARTICOLATO,9.834
2,VOLTRI,103,Mele,Uscita Genova,2,2,8,AUTOCARRO,19.668
2,VOLTRI,103,Mele,Uscita Genova,2,2,9,AUTOARTICOLATO,4.917
2,VOLTRI,103,Mele,Uscita Genova,3,1,8,AUTOCARRO,2.958
2,VOLTRI,103,Mele,Uscita Genova,3,1,9,AUTOARTICOLATO,5.916
2,VOLTRI,103,Mele,Uscita Genova,3,2,8,AUTOCARRO,11.832
2,VOLTRI,103,Mele,Uscita Genova,3,2,9,AUTOARTICOLATO,2.958
2,VOLTRI,125,Sant'Olcese,Uscita Genova,0,2,9,AUTOARTICOLATO,2.267
2,VOLTRI,125,Sant'Olcese,Uscita Genova,1,2,9,AUTOARTICOLATO,0.93
2,VOLTRI,125,Sant'Olcese,Uscita Genova,2,2,9,AUTOARTICOLATO,0.988
2,VOLTRI,125,Sant'Olcese,Uscita Genova,3,2,9,AUTOARTICOLATO,0.686
2,VOLTRI,128,Serra Riccò,Uscita Genova,0,1,9,AUTOARTICOLATO,2.267
2,VOLTRI,128,Serra Riccò,Uscita Genova,1,1,9,AUTOARTICOLATO,0.93
2,VOLTRI,128,Serra Riccò,Uscita Genova,2,1,9,AUTOARTICOLATO,0.988
2,VOLTRI,128,Serra Riccò,Uscita Genova,3,1,9,AUTOARTICOLATO,0.686
2,VOLTRI,132,Torriglia,Uscita Genova,0,2,9,AUTOARTICOLATO,7.934
2,VOLTRI,132,Torriglia,Uscita Genova,1,2,9,AUTOARTICOLATO,2.5
2,VOLTRI,132,Torriglia,Uscita Genova,2,2,9,AUTOARTICOLATO,3
2,VOLTRI,132,Torriglia,Uscita Genova,3,2,9,AUTOARTICOLATO,2.7
2,VOLTRI,138,SAVONA,Uscita Genova,0,1,8,AUTOCARRO,15.824
2,VOLTRI,138,SAVONA,Uscita Genova,0,1,10,AUTOTRENO,15.824
2,VOLTRI,138,SAVONA,Uscita Genova,0,2,8,AUTOCARRO,22.4
2,VOLTRI,138,Savona,Uscita Genova,0,2,9,AUTOARTICOLATO,4.333
2,VOLTRI,138,SAVONA,Uscita Genova,0,2,10,AUTOTRENO,15.824
2,VOLTRI,138,SAVONA,Uscita Genova,1,1,8,AUTOCARRO,5.041
2,VOLTRI,138,SAVONA,Uscita Genova,1,1,10,AUTOTRENO,5.041
2,VOLTRI,138,Savona,Uscita Genova,1,2,8,AUTOCARRO,10.893
2,VOLTRI,138,SAVONA,Uscita Genova,1,2,10,AUTOTRENO,5.041
2,VOLTRI,138,SAVONA,Uscita Genova,2,1,8,AUTOCARRO,5.176
2,VOLTRI,138,SAVONA,Uscita Genova,2,1,10,AUTOTRENO,5.176
2,VOLTRI,138,SAVONA,Uscita Genova,2,2,8,AUTOCARRO,7.68
2,VOLTRI,138,SAVONA,Uscita Genova,2,2,10,AUTOTRENO,5.176
2,VOLTRI,138,Savona,Uscita Genova,3,1,7,ALTRO MEZZO,8.615
2,VOLTRI,138,SAVONA,Uscita Genova,3,1,8,AUTOCARRO,1.73
2,VOLTRI,138,SAVONA,Uscita Genova,3,1,10,AUTOTRENO,1.73
2,VOLTRI,138,Savona,Uscita Genova,3,2,8,AUTOCARRO,15.547
2,VOLTRI,138,SAVONA,Uscita Genova,3,2,10,AUTOTRENO,1.73
2,VOLTRI,140,ALESSANDRIA,Uscita Genova,0,1,10,AUTOTRENO,36.366
2,VOLTRI,140,ALESSANDRIA,Uscita Genova,0,2,8,AUTOCARRO,15.824
2,VOLTRI,140,ALESSANDRIA,Uscita Genova,0,2,10,AUTOTRENO,43.77
2,VOLTRI,140,ALESSANDRIA,Uscita Genova,1,1,10,AUTOTRENO,10.098
2,VOLTRI,140,ALESSANDRIA,Uscita Genova,1,2,8,AUTOCARRO,5.041
2,VOLTRI,140,ALESSANDRIA,Uscita Genova,1,2,10,AUTOTRENO,13.448
2,VOLTRI,140,ALESSANDRIA,Uscita Genova,2,1,10,AUTOTRENO,9.696
2,VOLTRI,140,ALESSANDRIA,Uscita Genova,2,2,8,AUTOCARRO,5.176
2,VOLTRI,140,ALESSANDRIA,Uscita Genova,2,2,10,AUTOTRENO,13.584
2,VOLTRI,140,ALESSANDRIA,Uscita Genova,3,1,10,AUTOTRENO,4.683
2,VOLTRI,140,ALESSANDRIA,Uscita Genova,3,2,8,AUTOCARRO,1.73
2,VOLTRI,140,ALESSANDRIA,Uscita Genova,3,2,10,AUTOTRENO,5.021
2,VOLTRI,141,Altre zone,Uscita Genova,0,1,8,AUTOCARRO,24.244
2,VOLTRI,141,Altre zone,Uscita Genova,0,1,9,AUTOARTICOLATO,12.122
2,VOLTRI,141,Altre zone,Uscita Genova,0,1,10,AUTOTRENO,24.244
2,VOLTRI,141,Altre zone,Uscita Genova,0,2,8,AUTOCARRO,60.472
2,VOLTRI,141,Altre zone,Uscita Genova,0,2,9,AUTOARTICOLATO,31.648
2,VOLTRI,141,Altre zone,Uscita Genova,0,2,10,AUTOTRENO,985.806
2,VOLTRI,141,Altre Zone,Uscita Genova,1,1,8,AUTOCARRO,22.982
2,VOLTRI,141,Altre zone,Uscita Genova,1,1,9,AUTOARTICOLATO,3.366
2,VOLTRI,141,Altre zone,Uscita Genova,1,1,10,AUTOTRENO,6.732
2,VOLTRI,141,Altre zone,Uscita Genova,1,2,8,AUTOCARRO,15.123
2,VOLTRI,141,Altre zone,Uscita Genova,1,2,9,AUTOARTICOLATO,10.082
2,VOLTRI,141,Altre zone,Uscita Genova,1,2,10,AUTOTRENO,312.558
2,VOLTRI,141,Altre zone,Uscita Genova,2,1,8,AUTOCARRO,6.464
2,VOLTRI,141,Altre zone,Uscita Genova,2,1,9,AUTOARTICOLATO,3.232
2,VOLTRI,141,Altre zone,Uscita Genova,2,1,10,AUTOTRENO,6.464
2,VOLTRI,141,Altre zone,Uscita Genova,2,2,8,AUTOCARRO,15.528
2,VOLTRI,141,Altre zone,Uscita Genova,2,2,9,AUTOARTICOLATO,10.352
2,VOLTRI,141,Altre zone,Uscita Genova,2,2,10,AUTOTRENO,320.256
2,VOLTRI,141,Altre Zone,Uscita Genova,3,1,7,ALTRO MEZZO,17.231
2,VOLTRI,141,Altre zone,Uscita Genova,3,1,8,AUTOCARRO,3.122
2,VOLTRI,141,Altre Zone,Uscita Genova,3,1,9,AUTOARTICOLATO,10.176
2,VOLTRI,141,Altre zone,Uscita Genova,3,1,10,AUTOTRENO,3.122
2,VOLTRI,141,Altre zone,Uscita Genova,3,2,8,AUTOCARRO,13.857
2,VOLTRI,141,Altre zone,Uscita Genova,3,2,9,AUTOARTICOLATO,3.46
2,VOLTRI,141,Altre zone,Uscita Genova,3,2,10,AUTOTRENO,108.483
3,CA NUOVA,3,CA NUOVA,Interno,0,1,8,AUTOCARRO,7.5
3,CA NUOVA,3,CA NUOVA,Interno,0,2,8,AUTOCARRO,19.667
3,CA NUOVA,3,CA NUOVA,Interno,3,2,8,AUTOCARRO,9.833
3,CA NUOVA,4,PALMARO,Interno,0,2,8,AUTOCARRO,9.833
3,CA NUOVA,9,SESTRI,Interno,3,2,9,AUTOARTICOLATO,7
3,CA NUOVA,18,BOLZANETO,Interno,1,1,8,AUTOCARRO,8.667
3,CA NUOVA,20,S.QUIRICO,Interno,3,1,8,AUTOCARRO,7.5
3,CA NUOVA,24,CAMPASSO,Interno,2,1,10,AUTOTRENO,8.667
